価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
480万円",広島県大竹市本町2丁目,358.73平方メートル / 108.51坪,http://local.google.co.jp/maps?q=広島県大竹市本町2丁目,,( 南東 1m ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0141894-0000394,一般媒介,https://www.homes.co.jp/tochi/b-1418940000394/,トータテ住宅販売株式会社　西営業所,広島県広島市佐伯区五日市中央４丁目10-11,1,画像あり
"
380万円",広島県東広島市黒瀬町市飯田,183.94平方メートル (公簿) / 55.64坪,http://local.google.co.jp/maps?q=広島県東広島市黒瀬町市飯田,,一方 ( 南西 4m 公道 ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,0141897-0000226,一般媒介,https://www.homes.co.jp/tochi/b-1418970000226/,トータテ住宅販売株式会社　東広島営業所,広島県東広島市西条中央６丁目12-18,1,画像あり
"
810万円",広島県呉市西片山町6-9,206.01平方メートル (公簿) / 62.31坪,http://local.google.co.jp/maps?q=広島県呉市西片山町6-9,,二方 ( 北東 5.1m 公道 ) ( 北西 1.9m 公道 ),市街化区域,宅地,第一種住居地域,その他,所有権,不要,"古家あり 

",相談,3212428-0001853,一般媒介★,https://www.homes.co.jp/tochi/b-32124280001853/,株式会社エイトホーム,広島県呉市中央１丁目9-3,1,画像あり
"
879万円",広島県廿日市市宮内字東谷,290.74平方メートル (公簿) / 87.94坪,http://local.google.co.jp/maps?q=広島県廿日市市宮内字東谷,,-,都市計画区域外,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3213859-0000003,専任媒介★,https://www.homes.co.jp/tochi/b-32138590000003/,株式会社エコらす,広島県広島市佐伯区五日市７丁目10-16,1,画像なし
"
740万円",広島県呉市安浦町中央北1丁目10-19,242.17平方メートル (公簿) / 73.25坪,http://local.google.co.jp/maps?q=広島県呉市安浦町中央北1丁目10-19,,一方 ( 南西 4m 公道 ),市街化区域,宅地,第二種住居地域,-,所有権,不要,"古家あり 

",相談,0141897-0000479,一般媒介,https://www.homes.co.jp/tochi/b-1418970000479/,トータテ住宅販売株式会社　東広島営業所,広島県東広島市西条中央６丁目12-18,1,画像あり
"
550万円",広島県尾道市高須町,108.82平方メートル (公簿) / 32.91坪,http://local.google.co.jp/maps?q=広島県尾道市高須町,,-,市街化区域,宅地,第一種住居地域,高台,所有権,不要,"古家あり 

",相談,3212638-0000083,専属専任媒介★,https://www.homes.co.jp/tochi/b-32126380000083/,しまなみエステート,広島県尾道市高須町843,1,画像あり
"
890万円",広島県福山市東深津町6丁目15-49,222平方メートル (公簿) / 67.15坪,http://local.google.co.jp/maps?q=広島県福山市東深津町6丁目15-49,,一方 ( 南東 5.4m 公道 間口2.7m ),市街化区域,畑,第一種住居地域,平坦,所有権,不要,"古家あり更地引渡可 

","相談
（解体後　更地渡し）",0140432-0000202,専任媒介★,https://www.homes.co.jp/tochi/b-1404320000202/,タカセ不動産株式会社　福山店,広島県福山市南蔵王町２丁目9番31号,1,画像あり
"
600万円",広島県呉市音戸町波多見4丁目8-22,133.97平方メートル (公簿) / 40.52坪,http://local.google.co.jp/maps?q=広島県呉市音戸町波多見4丁目8-22,,-,非線引区域,宅地,無指定,平坦,所有権,不要,"古家あり 

",相談,3212985-0000169,専任媒介★,https://www.homes.co.jp/tochi/b-32129850000169/,有限会社大昌不動産,広島県呉市中央３丁目11-22,1,画像あり
"
680万円",広島県広島市安佐北区あさひが丘9丁目,"2,185平方メートル (公簿) / 660.96坪",http://local.google.co.jp/maps?q=広島県広島市安佐北区あさひが丘9丁目,,( 南西 8m 公道 ),市街化区域,雑種地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0147131-0000044,仲介,https://www.homes.co.jp/tochi/b-1471310000044/,ひまわり不動産　亀井建設株式会社,広島県広島市安佐南区上安２丁目2-37,1,画像あり
"
860万円",広島県三次市十日市中1丁目11-7,222.7平方メートル (公簿) / 67.36坪,http://local.google.co.jp/maps?q=広島県三次市十日市中1丁目11-7,,二方 ( 東 9.5m 公道 ) ( 西 4.5m 公道 ),非線引区域,宅地,近隣商業地域,-,所有権,不要,"古家あり 

",即時,0125640-0000244,売主★,https://www.homes.co.jp/tochi/b-1256400000244/,株式会社カチタス　三次店,広島県三次市十日市中１丁目13-36　グランドグレース十日市1階102号,1,画像なし
