価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
900万円",兵庫県姫路市飾磨区恵美酒117-16,145.19平方メートル (公簿) / 43.91坪,http://local.google.co.jp/maps?q=兵庫県姫路市飾磨区恵美酒117-16,,一方 ( 南 3.3m 私道 間口7m ),市街化区域,宅地,準工業地域,平坦,所有権,不要,"古家あり更地引渡可 

","相談
（更地渡しのため）",0140427-0000257,専任媒介,https://www.homes.co.jp/tochi/b-1404270000257/,タカセ不動産株式会社　姫路店,兵庫県姫路市安田４丁目46番地3,1,画像あり
"
870万円",兵庫県宝塚市平井山荘,207.88平方メートル (公簿) / 62.88坪,http://local.google.co.jp/maps?q=兵庫県宝塚市平井山荘,,一方 ( 西 3.7m 公道 間口10.8m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0115212-0001227,一般媒介,https://www.homes.co.jp/tochi/b-1152120001227/,-,-,1,画像あり
"
800万円",兵庫県姫路市船津町,362.02平方メートル (公簿) / 109.51坪,http://local.google.co.jp/maps?q=兵庫県姫路市船津町,,二方 ( 北 1.9m 公道 ) ( 東 3.4m 公道 ),市街化調整区域,宅地,無指定,高台,所有権,不要,"古家あり 

",相談,0105256-0014627,仲介,https://www.homes.co.jp/tochi/b-1052560014627/,株式会社福屋不動産販売　姫路市役所前店,兵庫県姫路市安田３丁目15,1,画像あり
"
580万円",兵庫県尼崎市大庄中通3丁目,44.06平方メートル (公簿) / 13.32坪,http://local.google.co.jp/maps?q=兵庫県尼崎市大庄中通3丁目,,一方 ( 南 5.9m 公道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",相談,0122196-0006865,仲介,https://www.homes.co.jp/tochi/b-1221960006865/,-,-,1,画像あり
"
500万円",兵庫県姫路市網干区浜田,95.5平方メートル (公簿) / 28.88坪,http://local.google.co.jp/maps?q=兵庫県姫路市網干区浜田,,( 東 6m 公道 ),市街化区域,宅地,第二種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0111071-0005438,仲介,https://www.homes.co.jp/tochi/b-1110710005438/,株式会社勝美住宅　姫路店,兵庫県姫路市東延末２丁目２番地,1,画像あり
"
580万円",兵庫県尼崎市大庄中通3丁目,44.06平方メートル (公簿) / 13.32坪,http://local.google.co.jp/maps?q=兵庫県尼崎市大庄中通3丁目,,一方 ( 南 5.9m 公道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",相談,0122204-0009774,仲介,https://www.homes.co.jp/tochi/b-1222040009774/,-,-,1,画像あり
"
850万円",兵庫県高砂市米田町米田,141.83平方メートル (公簿) / 42.9坪,http://local.google.co.jp/maps?q=兵庫県高砂市米田町米田,,二方 ( 南 4m 私道 位置指定 ) ( 東 4m 私道 位置指定 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

","相談
（　）",0122257-0001305,仲介,https://www.homes.co.jp/tochi/b-1222570001305/,ヤマト住建株式会社　加古川店,兵庫県加古川市野口町良野７８２－１,1,画像あり
"
580万円",兵庫県尼崎市大庄中通3丁目,44.06平方メートル (公簿) / 13.32坪,http://local.google.co.jp/maps?q=兵庫県尼崎市大庄中通3丁目,,一方 ( 南 5.9m 公道 ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",相談,0126026-0008533,仲介,https://www.homes.co.jp/tochi/b-1260260008533/,-,-,1,画像あり
"
590万円",兵庫県姫路市余部区上川原.,135.53平方メートル (公簿) / 40.99坪,http://local.google.co.jp/maps?q=兵庫県姫路市余部区上川原.,,( 南 2.1m 公道 ) ( 東 2.9m 公道 ),市街化区域,宅地,第二種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0111071-0005564,仲介,https://www.homes.co.jp/tochi/b-1110710005564/,株式会社勝美住宅　姫路店,兵庫県姫路市東延末２丁目２番地,1,画像あり
"
550万円",兵庫県姫路市野里東町,91.96平方メートル / 27.81坪,http://local.google.co.jp/maps?q=兵庫県姫路市野里東町,,-,市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり更地引渡可 

",相談,0111071-0004334,仲介,https://www.homes.co.jp/tochi/b-1110710004334/,株式会社勝美住宅　姫路店,兵庫県姫路市東延末２丁目２番地,1,画像あり
