価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
700万円",大阪府枚方市長尾元町1丁目,74.88平方メートル (公簿) / 22.65坪,http://local.google.co.jp/maps?q=大阪府枚方市長尾元町1丁目,,一方 ( 南 6.8m 公道 間口10.6m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0144869-0000541,一般媒介,https://www.homes.co.jp/tochi/b-1448690000541/,ハウスドゥ　津田　株式会社Neo不動産販売,大阪府枚方市津田西町３丁目1-3,1,画像あり
"
300万円",大阪府泉南市岡田5丁目,105.78平方メートル (公簿) / 31.99坪,http://local.google.co.jp/maps?q=大阪府泉南市岡田5丁目,,角地 ( 南西 3.4m 公道 ) ( 北西 1.9m 公道 ),市街化区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,0121574-0001810,専任媒介,https://www.homes.co.jp/tochi/b-1215740001810/,ハウスドゥ　熊取・泉佐野北　株式会社ルート1,大阪府泉南郡熊取町朝代西３丁目749-3,1,画像あり
"
630万円",大阪府堺市東区日置荘西町6丁,54.02平方メートル (公簿) / 16.34坪,http://local.google.co.jp/maps?q=大阪府堺市東区日置荘西町6丁,,一方 ( 北東 4.8m 公道 間口6.7m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0142795-0000692,専任媒介,https://www.homes.co.jp/tochi/b-1427950000692/,株式会社ブリスマイホーム,大阪府堺市北区東三国ヶ丘町３丁1-30,1,画像あり
"
780万円",大阪府高槻市野田3丁目,41.18平方メートル (公簿) / 12.45坪,http://local.google.co.jp/maps?q=大阪府高槻市野田3丁目,,角地 ( 南 4m 公道 ) ( 西 4.1m 公道 ),市街化区域,宅地,第二種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0144305-0000303,専任媒介,https://www.homes.co.jp/tochi/b-1443050000303/,ハウスドゥ　阪急高槻南　阿佐建築工務株式会社,大阪府高槻市京口町8番7号,1,画像あり
"
700万円",大阪府寝屋川市新家1丁目6-15,91.71平方メートル (公簿) / 27.74坪,http://local.google.co.jp/maps?q=大阪府寝屋川市新家1丁目6-15,,一方 ( 北 4.7m 間口2m ),市街化区域,宅地,準工業地域,平坦,所有権,不要,"古家あり 

",即時,0138292-0000136,専任媒介★,https://www.homes.co.jp/tochi/b-1382920000136/,株式会社ハウスゲート　枚方店,大阪府枚方市北中振３丁目45-23,1,画像あり
"
580万円",大阪府八尾市恩智北町4丁目,95.77平方メートル (公簿) / 28.97坪,http://local.google.co.jp/maps?q=大阪府八尾市恩智北町4丁目,,一方 ( 西 4m 私道 位置指定 ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0109021-0009880,仲介,https://www.homes.co.jp/tochi/b-1090210009880/,株式会社福屋不動産販売　平野店,大阪府大阪市平野区瓜破２丁目４－６０,1,画像あり
"
680万円",大阪府堺市中区堀上町,56.02平方メートル (公簿) / 16.94坪,http://local.google.co.jp/maps?q=大阪府堺市中区堀上町,,一方 ( 北 4.7m 公道 間口4.7m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0142795-0000679,専任媒介,https://www.homes.co.jp/tochi/b-1427950000679/,株式会社ブリスマイホーム,大阪府堺市北区東三国ヶ丘町３丁1-30,1,画像あり
"
350万円",大阪府泉佐野市上瓦屋,62.35平方メートル (公簿) / 18.86坪,http://local.google.co.jp/maps?q=大阪府泉佐野市上瓦屋,,一方 ( 南東 5.8m 私道 間口7.3m ),市街化区域,宅地,準工業地域,-,所有権,不要,"古家あり 

",相談,0121574-0001865,仲介,https://www.homes.co.jp/tochi/b-1215740001865/,ハウスドゥ　熊取・泉佐野北　株式会社ルート1,大阪府泉南郡熊取町朝代西３丁目749-3,1,画像あり
"
1,000万円",大阪府守口市大久保町1丁目,62.68平方メートル (公簿) / 18.96坪,http://local.google.co.jp/maps?q=大阪府守口市大久保町1丁目,,一方 ( 東 4m 私道 ),市街化区域,宅地,第二種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0101441-0014329,仲介,https://www.homes.co.jp/tochi/b-1014410014329/,株式会社福屋不動産販売　星田駅前店,大阪府交野市星田５丁目14-1,1,画像あり
"
680万円",大阪府摂津市別府3丁目,45.69平方メートル (公簿) / 13.82坪,http://local.google.co.jp/maps?q=大阪府摂津市別府3丁目,,一方 ( 北 4m 公道 間口5m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0133235-0000845,専属専任媒介,https://www.homes.co.jp/tochi/b-1332350000845/,関西不動産販売株式会社　箕面店,大阪府箕面市箕面５丁目11-8　 峰松ビル2階,1,画像あり
"
980万円",大阪府吹田市穂波町25-14,39.87平方メートル (公簿) / 12.06坪,http://local.google.co.jp/maps?q=大阪府吹田市穂波町25-14,,一方 ( 北東 4m 公道 間口5.5m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0132154-0000843,仲介,https://www.homes.co.jp/tochi/b-1321540000843/,エクセレンス住宅販売株式会社,大阪府吹田市千里山東２丁目26番18-101号,1,画像あり
"
300万円",大阪府豊能郡豊能町東ときわ台4丁目6-4,205.38平方メートル (公簿) / 62.12坪,http://local.google.co.jp/maps?q=大阪府豊能郡豊能町東ときわ台4丁目6-4,,一方 ( 南西 4m 公道 間口13m ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0145753-0000005,一般媒介,https://www.homes.co.jp/tochi/b-1457530000005/,株式会社アクシアプラス,大阪府大阪市北区本庄西１丁目8-12,1,画像あり
"
680万円",大阪府枚方市須山町,103.85平方メートル (公簿) / 31.41坪,http://local.google.co.jp/maps?q=大阪府枚方市須山町,,一方 ( 北 4.5m 公道 間口2.5m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101415-0014167,専属専任媒介,https://www.homes.co.jp/tochi/b-1014150014167/,株式会社福屋不動産販売　枚方店,大阪府枚方市大垣内町１丁目1番3号 阪本ビル1階2階,1,画像あり
"
530万円",大阪府高槻市野田3丁目,43.1平方メートル (公簿) / 13.03坪,http://local.google.co.jp/maps?q=大阪府高槻市野田3丁目,,一方 ( 南 公道 間口4.7m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",即時,0101402-0009431,仲介,https://www.homes.co.jp/tochi/b-1014020009431/,株式会社福屋不動産販売　高槻店,大阪府高槻市真上町１丁目1-25　真上ウェストコート1F,1,画像あり
"
880万円",大阪府高槻市東五百住町1丁目,41.02平方メートル (公簿) / 12.4坪,http://local.google.co.jp/maps?q=大阪府高槻市東五百住町1丁目,,一方 ( 西 3.5m 間口4.4m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0126897-0001096,専属専任媒介,https://www.homes.co.jp/tochi/b-1268970001096/,関西不動産販売株式会社 高槻本店,大阪府高槻市松川町21-12,1,画像あり
"
780万円",大阪府豊中市宮山町2丁目,47.83平方メートル (公簿) / 14.46坪,http://local.google.co.jp/maps?q=大阪府豊中市宮山町2丁目,,一方 ( 西 4.1m 公道 ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101391-0016604,仲介,https://www.homes.co.jp/tochi/b-1013910016604/,株式会社福屋不動産販売　池田店,大阪府池田市井口堂１丁目11-1,1,画像あり
"
780万円",大阪府豊中市宮山町2丁目,47.83平方メートル (公簿) / 14.46坪,http://local.google.co.jp/maps?q=大阪府豊中市宮山町2丁目,,一方 ( 西 4.1m 公道 ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101392-0017847,仲介,https://www.homes.co.jp/tochi/b-1013920017847/,株式会社福屋不動産販売　千里中央店,大阪府豊中市新千里東町１丁目3番　せんちゅうパル4階,1,画像あり
"
890万円",大阪府東大阪市池島町4丁目,56.02平方メートル (公簿) / 16.94坪,http://local.google.co.jp/maps?q=大阪府東大阪市池島町4丁目,,一方 ( 北 4.4m 私道 間口6m ),市街化区域,宅地,第一種中高層住居専用地域,高台,所有権,不要,"古家あり 

",相談,0101394-0014473,仲介,https://www.homes.co.jp/tochi/b-1013940014473/,株式会社福屋不動産販売　東大阪店,大阪府東大阪市御厨南１丁目2-22,1,画像あり
"
1,000万円",大阪府茨木市西安威1丁目,79.33平方メートル (公簿) / 23.99坪,http://local.google.co.jp/maps?q=大阪府茨木市西安威1丁目,,一方 ( 西 4m 公道 間口17.7m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",即時,0133744-0003297,仲介,https://www.homes.co.jp/tochi/b-1337440003297/,-,-,1,画像あり
"
980万円",大阪府藤井寺市沢田1丁目8-16,80.09平方メートル (公簿) / 24.22坪,http://local.google.co.jp/maps?q=大阪府藤井寺市沢田1丁目8-16,,一方 ( 西 6.5m 公道 間口9.4m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり更地引渡可 

",即時,0125333-0000218,専任媒介,https://www.homes.co.jp/tochi/b-1253330000218/,株式会社ミヤウチ住センター,大阪府藤井寺市御舟町1-63,1,画像あり
"
700万円",大阪府摂津市浜町,79.23平方メートル (公簿) / 23.96坪,http://local.google.co.jp/maps?q=大阪府摂津市浜町,,一方 ( 北西 4m 公道 間口2.2m ),市街化区域,宅地,第二種中高層住居専用地域,平坦,所有権,不要,"古家あり 

 ",即時,0133744-0003656,一般媒介,https://www.homes.co.jp/tochi/b-1337440003656/,-,-,1,画像あり
"
890万円",大阪府東大阪市池島町4丁目,56.02平方メートル (公簿) / 16.94坪,http://local.google.co.jp/maps?q=大阪府東大阪市池島町4丁目,,一方 ( 北 4.4m 私道 間口6m ),市街化区域,宅地,第一種中高層住居専用地域,高台,所有権,不要,"古家あり 

",相談,0101429-0013194,仲介,https://www.homes.co.jp/tochi/b-1014290013194/,株式会社福屋不動産販売　八尾店,大阪府八尾市桜ヶ丘２丁目215　八尾フコク生命ビル1F,1,画像あり
"
580万円",大阪府堺市西区上,47.27平方メートル (公簿) / 14.29坪,http://local.google.co.jp/maps?q=大阪府堺市西区上,,一方 ( 西 4.7m 私道 位置指定 間口4.3m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

","相談
（完成宅地渡しの為）",0123994-0008303,仲介,https://www.homes.co.jp/tochi/b-1239940008303/,株式会社ビィハウジング,大阪府堺市中区毛穴町113番地1,1,画像あり
"
890万円",大阪府東大阪市池島町4丁目,56.02平方メートル (公簿) / 16.94坪,http://local.google.co.jp/maps?q=大阪府東大阪市池島町4丁目,,一方 ( 北 4.4m 私道 間口6m ),市街化区域,宅地,第一種中高層住居専用地域,高台,所有権,不要,"古家あり 

",相談,0101418-0014841,仲介,https://www.homes.co.jp/tochi/b-1014180014841/,株式会社福屋不動産販売　鶴見緑地店,大阪府大阪市鶴見区浜２丁目１番２号　レジデンス花時　１階,1,画像あり
"
900万円",大阪府東大阪市加納7丁目5-3,51.08平方メートル / 15.45坪,http://local.google.co.jp/maps?q=大阪府東大阪市加納7丁目5-3,,-,市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",即時,0145659-0000021,専任媒介,https://www.homes.co.jp/tochi/b-1456590000021/,リベルテクレスト株式会社　東大阪店,大阪府東大阪市荒川１丁目1-1,1,画像あり
"
990万円",大阪府堺市西区上,71.13平方メートル (公簿) / 21.51坪,http://local.google.co.jp/maps?q=大阪府堺市西区上,,一方 ( 南 4.7m 公道 間口7.5m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0123994-0008117,仲介,https://www.homes.co.jp/tochi/b-1239940008117/,株式会社ビィハウジング,大阪府堺市中区毛穴町113番地1,1,画像あり
