価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
1,000万円",京都府亀岡市千歳町千歳垣内山,330.74平方メートル (公簿) / 100.04坪,http://local.google.co.jp/maps?q=京都府亀岡市千歳町千歳垣内山,,一方 ( 北東 5.8m 公道 間口16m ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,0126338-0000381,専任媒介,https://www.homes.co.jp/tochi/b-1263380000381/,株式会社山信不動産,京都府亀岡市三宅町22番地7,1,画像あり
"
698万円",京都府宇治市小倉町南浦,52.63平方メートル (公簿) / 15.92坪,http://local.google.co.jp/maps?q=京都府宇治市小倉町南浦,,角地 ( 南東 4m ) ( 南西 6m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0138057-0001929,専属専任媒介,https://www.homes.co.jp/tochi/b-1380570001929/,ピタットハウス　小倉店　未来Design株式会社,京都府宇治市小倉町神楽田15番地　Grace　Ogura101号,1,画像あり
"
1,000万円",京都府京都市山科区川田山田,57.82平方メートル (公簿) / 17.49坪,http://local.google.co.jp/maps?q=京都府京都市山科区川田山田,,一方 ( 北 5.8m 公道 間口5.2m ),市街化区域,宅地,準工業地域,-,所有権,不要,"古家あり 

",相談,0132698-0000826,仲介,https://www.homes.co.jp/tochi/b-1326980000826/,ハウスドゥ　山科南　株式会社上野工務店,京都府京都市山科区東野八反畑町21-40,1,画像あり
"
390万円",京都府木津川市相楽城下,132.22平方メートル (公簿) / 39.99坪,http://local.google.co.jp/maps?q=京都府木津川市相楽城下,,一方 ( 北 3.3m 間口14.7m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",即時,0102975-0008129,一般媒介,https://www.homes.co.jp/tochi/b-1029750008129/,株式会社福屋不動産販売　京田辺店,京都府京田辺市田辺中央１丁目1番地5　B.I.T.DAIEIビル　1F西,1,画像あり
"
530万円",京都府八幡市橋本栗ケ谷,103.67平方メートル (公簿) / 31.36坪,http://local.google.co.jp/maps?q=京都府八幡市橋本栗ケ谷,,一方 ( 南 4m 公道 間口9.7m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0101442-0013695,一般媒介,https://www.homes.co.jp/tochi/b-1014420013695/,株式会社福屋不動産販売　京阪くずは店,大阪府枚方市楠葉並木２丁目29-2,1,画像あり
"
790万円",京都府宇治市宇治大谷,84平方メートル (公簿) / 25.41坪,http://local.google.co.jp/maps?q=京都府宇治市宇治大谷,,一方 ( 南西 5.2m 公道 間口6m ),市街化区域,山林,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0143921-0000352,仲介,https://www.homes.co.jp/tochi/b-1439210000352/,ハウスドゥ　宇治東　株式会社日勝,京都府宇治市五ケ庄平野56番地12,1,画像あり
"
660万円",京都府京都市山科区西野山中鳥井町,62.5平方メートル (公簿) / 18.9坪,http://local.google.co.jp/maps?q=京都府京都市山科区西野山中鳥井町,,一方 ( 東 4m 間口4.2m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0132698-0000630,仲介,https://www.homes.co.jp/tochi/b-1326980000630/,ハウスドゥ　山科南　株式会社上野工務店,京都府京都市山科区東野八反畑町21-40,1,画像あり
"
580万円",京都府京都市山科区西野山中鳥井町,45.1平方メートル (公簿) / 13.64坪,http://local.google.co.jp/maps?q=京都府京都市山科区西野山中鳥井町,,一方 ( 北 6m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",即時,0132698-0001263,仲介,https://www.homes.co.jp/tochi/b-1326980001263/,ハウスドゥ　山科南　株式会社上野工務店,京都府京都市山科区東野八反畑町21-40,1,画像あり
"
1,000万円",京都府八幡市上津屋里垣内24番,290.9平方メートル (公簿) / 87.99坪,http://local.google.co.jp/maps?q=京都府八幡市上津屋里垣内24番,,( 南 ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり 

",即時,0148338-0000037,専任媒介★,https://www.homes.co.jp/tochi/b-1483380000037/,丸菱建設株式会社　京都支店,京都府京都市伏見区桃山筒井伊賀東町61番地,1,画像あり
"
550万円",京都府京都市山科区四ノ宮小金塚,115.73平方メートル (公簿) / 35坪,http://local.google.co.jp/maps?q=京都府京都市山科区四ノ宮小金塚,,一方 ( 南 6m 私道 間口9.4m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0132698-0001187,仲介,https://www.homes.co.jp/tochi/b-1326980001187/,ハウスドゥ　山科南　株式会社上野工務店,京都府京都市山科区東野八反畑町21-40,1,画像あり
"
850万円",京都府城陽市寺田市ノ久保,82.86平方メートル (公簿) / 25.06坪,http://local.google.co.jp/maps?q=京都府城陽市寺田市ノ久保,,一方 ( 南 6m 公道 間口9.7m ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0102975-0007577,仲介,https://www.homes.co.jp/tochi/b-1029750007577/,株式会社福屋不動産販売　京田辺店,京都府京田辺市田辺中央１丁目1番地5　B.I.T.DAIEIビル　1F西,1,画像あり
"
990万円",京都府舞鶴市字余部下,422.64平方メートル (公簿) / 127.84坪,http://local.google.co.jp/maps?q=京都府舞鶴市字余部下,,一方 ( 東 ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0137445-0000080,一般媒介,https://www.homes.co.jp/tochi/b-1374450000080/,有限会社イマヤスハウジング,京都府舞鶴市字伊佐津333番地,1,画像あり
"
500万円",京都府南丹市園部町若松町73,188.42平方メートル / 56.99坪,http://local.google.co.jp/maps?q=京都府南丹市園部町若松町73,,-,市街化区域,宅地,近隣商業地域,-,所有権,要,"古家あり 

",即時,0122381-0000058,一般媒介★,https://www.homes.co.jp/tochi/b-1223810000058/,株式会社吉村建築設計事務所　不動産事業室,大阪府大阪市北区西天満２丁目３－１６,1,画像あり
"
590万円",京都府京都市山科区東野南井ノ上町,53.81平方メートル (公簿) / 16.27坪,http://local.google.co.jp/maps?q=京都府京都市山科区東野南井ノ上町,,一方 ( 西 5m 私道 間口3.7m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101421-0012303,専属専任媒介,https://www.homes.co.jp/tochi/b-1014210012303/,株式会社福屋不動産販売　京都東店,京都府京都市山科区勧修寺閑林寺43番6　ピアプレミール1階,1,画像あり
"
600万円",京都府亀岡市篠町広田3丁目,107.79平方メートル (公簿) / 32.6坪,http://local.google.co.jp/maps?q=京都府亀岡市篠町広田3丁目,,一方 ( 西 間口7m ),市街化区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

",相談,0142499-0000348,仲介,https://www.homes.co.jp/tochi/b-1424990000348/,ハウスドゥ！亀岡駅前店　有限会社立石設計,京都府亀岡市北町57-15　エルメゾン1階,1,画像あり
"
590万円",京都府京都市山科区東野南井ノ上町,53.81平方メートル (公簿) / 16.27坪,http://local.google.co.jp/maps?q=京都府京都市山科区東野南井ノ上町,,一方 ( 西 5m 私道 間口3.7m ),市街化区域,宅地,第一種中高層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0101421-0012304,専属専任媒介,https://www.homes.co.jp/tochi/b-1014210012304/,株式会社福屋不動産販売　京都東店,京都府京都市山科区勧修寺閑林寺43番6　ピアプレミール1階,1,画像あり
"
390万円",京都府京都市山科区小山谷田町,56.21平方メートル (公簿) / 17坪,http://local.google.co.jp/maps?q=京都府京都市山科区小山谷田町,,( 東 6m 公道 間口5.3m ),市街化区域,宅地,第一種中高層住居専用地域,-,所有権,不要,"古家あり 

",相談,0101424-0009304,一般媒介,https://www.homes.co.jp/tochi/b-1014240009304/,株式会社福屋不動産販売　京都山科店,京都府京都市山科区御陵大津畑町53-1,1,画像あり
