価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
"
650万円",愛媛県今治市朝倉上,528.58平方メートル / 159.89坪,http://local.google.co.jp/maps?q=愛媛県今治市朝倉上,,一方 ( 西 4m 公道 ),都市計画区域外,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3702131-0000886,一般媒介,https://www.homes.co.jp/tochi/b-37021310000886/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
300万円",愛媛県西条市壬生川,193.46平方メートル / 58.52坪,http://local.google.co.jp/maps?q=愛媛県西条市壬生川,,一方 ( 南東 2.5m ),非線引区域,宅地,準工業地域,-,所有権,不要,"古家あり 

",相談,3702182-0000116,一般媒介★,https://www.homes.co.jp/tochi/b-37021820000116/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
880万円",愛媛県西条市小松町妙口7-3,727.59平方メートル / 220.09坪,http://local.google.co.jp/maps?q=愛媛県西条市小松町妙口7-3,,一方 ( 東 2m 公道 ),非線引区域,宅地,第一種住居地域,-,所有権,不要,"古家あり 

",相談,3702182-0000153,一般媒介,https://www.homes.co.jp/tochi/b-37021820000153/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
580万円",愛媛県今治市四村,148平方メートル / 44.77坪,http://local.google.co.jp/maps?q=愛媛県今治市四村,,一方 ( 南東 4m 公道 ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0000845,一般媒介,https://www.homes.co.jp/tochi/b-37021310000845/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
768万円",愛媛県新居浜市大生院42番2・42番18,338.5平方メートル / 102.39坪,http://local.google.co.jp/maps?q=愛媛県新居浜市大生院42番2・42番18,,( 北東 公道 ) ( 1m 間口7m ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3220266-0000220,仲介,https://www.homes.co.jp/tochi/b-32202660000220/,株式会社マーク住研　住まいプラザ,愛媛県西条市大町704-1,1,画像あり
"
580万円",愛媛県今治市大西町脇,623.83平方メートル / 188.7坪,http://local.google.co.jp/maps?q=愛媛県今治市大西町脇,,一方 ( 南 3.3m 公道 ),市街化調整区域,宅地,無指定,-,所有権,不要,"古家あり更地引渡可 

",相談,3702131-0000962,一般媒介,https://www.homes.co.jp/tochi/b-37021310000962/,株式会社愛媛総合センター,愛媛県今治市旭町４丁目１－８,1,画像あり
"
100万円",愛媛県新居浜市萩生,190.46平方メートル / 57.61坪,http://local.google.co.jp/maps?q=愛媛県新居浜市萩生,,一方 ( 北 4.2m 私道 ),非線引区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3702190-0000056,売主,https://www.homes.co.jp/tochi/b-37021900000056/,株式会社愛媛総合センター　イエステーション新居浜店,愛媛県新居浜市繁本町7-4,1,画像あり
"
850万円",愛媛県西条市楠,686.58平方メートル / 207.69坪,http://local.google.co.jp/maps?q=愛媛県西条市楠,,-,非線引区域,その他,無指定,-,所有権,不要,"古家あり 

",相談,3702182-0000186,一般媒介,https://www.homes.co.jp/tochi/b-37021820000186/,株式会社愛媛総合センター　イエステーション西条店,愛媛県西条市大町706-9,1,画像あり
"
400万円",愛媛県松山市小浜甲1314、1315,405.42平方メートル / 122.63坪,http://local.google.co.jp/maps?q=愛媛県松山市小浜甲1314、1315,,一方 ( 南東 5m 公道 間口12m ),都市計画区域外,宅地,-,平坦,所有権,不要,"古家あり 

",相談,3220110-0000093,一般媒介,https://www.homes.co.jp/tochi/b-32201100000093/,ありがとう不動産,愛媛県松山市萱町６丁目110-1　キクエ第１ビル1F,1,画像あり
"
749万円",愛媛県松山市東垣生町,111.56平方メートル (公簿) / 33.74坪,http://local.google.co.jp/maps?q=愛媛県松山市東垣生町,,角地 ( 西 3.8m 公道 間口11.1m ) ( 南 2m 公道 間口7.2m ),市街化区域,宅地,準工業地域,平坦,所有権,不要,"古家あり 

",相談,3228201-0000747,仲介,https://www.homes.co.jp/tochi/b-32282010000747/,株式会社アート不動産　SUMiTAS松山南店,愛媛県松山市朝生田町７丁目1-23,1,画像あり
"
200万円",愛媛県西条市三津屋,57.47平方メートル / 17.38坪,http://local.google.co.jp/maps?q=愛媛県西条市三津屋,,( 北 1.8m 公道 ),市街化区域,宅地,商業地域,-,所有権,不要,"古家あり 

",相談,3220122-0000964,仲介,https://www.homes.co.jp/tochi/b-32201220000964/,大屋不動産株式会社　西条店,愛媛県西条市神拝甲535-1,1,画像なし
"
300万円",愛媛県松山市東野6丁目,98.76平方メートル / 29.87坪,http://local.google.co.jp/maps?q=愛媛県松山市東野6丁目,,一方 ( 南 4m 私道 ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,3220062-0001616,専任媒介,https://www.homes.co.jp/tochi/b-32200620001616/,株式会社ケーズハウス,愛媛県松山市枝松３丁目6-37,1,画像あり
"
990万円",愛媛県新居浜市垣生6丁目,625.81平方メートル (公簿) / 189.3坪,http://local.google.co.jp/maps?q=愛媛県新居浜市垣生6丁目,,一方 ( 南 4m 公道 間口23.7m ),非線引区域,宅地,第一種低層住居専用地域,-,所有権,不要,"古家あり 

 ",相談,0139333-0000354,一般媒介,https://www.homes.co.jp/tochi/b-1393330000354/,-,-,1,画像あり
"
800万円",愛媛県松山市北条辻,172.69平方メートル (公簿) / 52.23坪,http://local.google.co.jp/maps?q=愛媛県松山市北条辻,,一方 ( 北 4m 公道 間口17.1m ),市街化区域,宅地,第一種低層住居専用地域,平坦,所有権,不要,"古家あり 

",相談,0120166-0005958,仲介,https://www.homes.co.jp/tochi/b-1201660005958/,株式会社日本エイジェント　お部屋さがし物語　道後 愛大前店,愛媛県松山市道後樋又３番３２号,1,画像あり
"
600万円",愛媛県西条市飯岡,365.41平方メートル (公簿) / 110.53坪,http://local.google.co.jp/maps?q=愛媛県西条市飯岡,,一方 ( 北 4.2m 公道 間口18m ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり更地引渡可 

",相談,0134421-0000882,仲介,https://www.homes.co.jp/tochi/b-1344210000882/,ハウスドゥ！いよ西条店　株式会社いえてつ,愛媛県西条市大町848番地,1,画像あり
"
480万円",愛媛県西条市氷見丙,173平方メートル (公簿) / 52.33坪,http://local.google.co.jp/maps?q=愛媛県西条市氷見丙,,一方 ( 西 8.6m 公道 ),非線引区域,田,第一種住居地域,-,所有権,不要,"古家あり更地引渡可 

",相談,0134421-0000752,仲介,https://www.homes.co.jp/tochi/b-1344210000752/,ハウスドゥ！いよ西条店　株式会社いえてつ,愛媛県西条市大町848番地,1,画像あり
"
650万円",愛媛県西条市飯岡,208.72平方メートル (公簿) / 63.13坪,http://local.google.co.jp/maps?q=愛媛県西条市飯岡,,一方 ( 南西 4m 公道 ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり更地引渡可 

",相談,0134421-0000876,一般媒介★,https://www.homes.co.jp/tochi/b-1344210000876/,ハウスドゥ！いよ西条店　株式会社いえてつ,愛媛県西条市大町848番地,1,画像あり
"
580万円",愛媛県新居浜市清水町,199.66平方メートル / 60.39坪,http://local.google.co.jp/maps?q=愛媛県新居浜市清水町,,一方 ( 北 12m ),非線引区域,田,-,-,所有権,不要,"古家あり 

",即時,3220368-0000014,仲介,https://www.homes.co.jp/tochi/b-32203680000014/,株式会社エヒメ不動産,愛媛県新居浜市西原町１丁目4-38,1,画像なし
"
600万円",愛媛県西条市小松町妙口,565.51平方メートル (公簿) / 171.06坪,http://local.google.co.jp/maps?q=愛媛県西条市小松町妙口,,一方 ( 西 4.7m 公道 ),非線引区域,宅地,第一種住居地域,-,所有権,不要,"古家あり更地引渡可 

",相談,0134421-0000535,専任媒介★,https://www.homes.co.jp/tochi/b-1344210000535/,ハウスドゥ！いよ西条店　株式会社いえてつ,愛媛県西条市大町848番地,1,画像あり
"
600万円",愛媛県西条市丹原町池田,207.03平方メートル / 62.62坪,http://local.google.co.jp/maps?q=愛媛県西条市丹原町池田,,( 北 4m 私道 ),非線引区域,宅地,-,-,所有権,不要,"古家あり 

",相談,3220122-0001320,仲介,https://www.homes.co.jp/tochi/b-32201220001320/,大屋不動産株式会社　西条店,愛媛県西条市神拝甲535-1,1,画像あり
"
880万円",愛媛県松山市湯渡町,109.37平方メートル (公簿) / 33.08坪,http://local.google.co.jp/maps?q=愛媛県松山市湯渡町,,角地 ( 南 3.5m 公道 間口13.6m ) ( 西 2m 公道 間口9.3m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり更地引渡可 

",相談,3228201-0001619,専任媒介★,https://www.homes.co.jp/tochi/b-32282010001619/,株式会社アート不動産　SUMiTAS松山南店,愛媛県松山市朝生田町７丁目1-23,1,画像あり
"
890万円",愛媛県松山市中村2丁目,122.64平方メートル (公簿) / 37.09坪,http://local.google.co.jp/maps?q=愛媛県松山市中村2丁目,,一方 ( 東 3.4m 公道 間口11m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0120166-0005513,専任媒介,https://www.homes.co.jp/tochi/b-1201660005513/,株式会社日本エイジェント　お部屋さがし物語　道後 愛大前店,愛媛県松山市道後樋又３番３２号,1,画像あり
"
909万円",愛媛県松山市堀江町,250.47平方メートル (公簿) / 75.76坪,http://local.google.co.jp/maps?q=愛媛県松山市堀江町,,一方 ( 南 5.7m 公道 間口18m ),市街化区域,宅地,第一種住居地域,平坦,所有権,不要,"古家あり 

",相談,0120166-0005789,一般媒介,https://www.homes.co.jp/tochi/b-1201660005789/,株式会社日本エイジェント　お部屋さがし物語　道後 愛大前店,愛媛県松山市道後樋又３番３２号,1,画像あり
"
600万円",愛媛県西条市三芳,338.85平方メートル / 102.5坪,http://local.google.co.jp/maps?q=愛媛県西条市三芳,,( 東 ) ( 北 ),非線引区域,宅地,無指定,-,所有権,不要,"古家あり 

",相談,3220122-0001291,仲介,https://www.homes.co.jp/tochi/b-32201220001291/,大屋不動産株式会社　西条店,愛媛県西条市神拝甲535-1,1,画像あり
"
980万円",愛媛県伊予郡松前町西高柳109-1,365.2平方メートル / 110.47坪,http://local.google.co.jp/maps?q=愛媛県伊予郡松前町西高柳109-1,,三方 ( 南 13m 公道 ) ( 東 4m 公道 ) ( 北 3.1m 公道 ),市街化調整区域,宅地,無指定,傾斜地,所有権,不要,"古家あり 

",相談,3220077-0000184,専属専任媒介,https://www.homes.co.jp/tochi/b-32200770000184/,株式会社えざき,愛媛県松山市空港通１丁目８－１６　えざき本社ビル４階,1,画像あり
