価格,所在地,土地面積/坪,地図のURL,その他,接道状況,都市計画,地目,用途地域,地勢,土地権利,国土方届出,現況,引渡し,LIFULL_HOME'S物件番号,取引態様,ページURL,会社名,会社住所,pattern,画像
700万円,宮城県亘理郡亘理町吉田字宮前, 436.73㎡（公簿）,http://local.google.co.jp/maps?q=宮城県亘理郡亘理町吉田字宮前,, 一方 ( 西 9m ), 非線引区域, 宅地, 無指定,, 所有権, 不要,空家, 即時, 0147350-0000478, 仲介,https://www.homes.co.jp/kodate/b-1473500000478/,住宅情報館株式会社　南仙台店,宮城県仙台市太白区柳生３丁目1-3,2,画像あり
530万円,宮城県仙台市太白区日本平, 198㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区日本平,駐車場 空有 (1台) 無料, 一方 ( 東 4m 公道 間口8.5m ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 即時, 0110220-0017476, 一般媒介,https://www.homes.co.jp/kodate/b-1102200017476/,株式会社永大ハウス工業　富沢店,宮城県仙台市太白区富沢１丁目５－１,2,画像あり
500万円,宮城県仙台市太白区鹿野本町, 184.31㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区鹿野本町,駐車場 無, 一方 ( 東 4m 私道 間口2m ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 相談, 0144462-0004815, 専任媒介,https://www.homes.co.jp/kodate/b-1444620004815/,株式会社永大ハウス工業　塩釜店,宮城県塩竈市本町10-18,2,画像あり
980万円,宮城県塩竈市長沢町, 315.48㎡（公簿）,http://local.google.co.jp/maps?q=宮城県塩竈市長沢町,駐車場 空有 (1台) 無料, 一方 ( 東 2.8m 私道 ), 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家備考Lifeinformation/ミヤコーバス「文化入口」停　徒歩2分　140ｍ/塩釜長沢郵便局　徒歩3分　210ｍ/北日本銀行塩釜支店　徒歩15分　1200ｍ/塩竈市立病院　徒歩25分　1990ｍ/塩竈市役所　徒歩20分　1530ｍ/ミニストップ塩釜長沢町店　徒歩5分　400ｍ/接道：私道東側約2.6ｍ（要セットバック）/と相違する場合は優先とします, 相談, 0134778-0014540, 一般媒介,https://www.homes.co.jp/kodate/b-1347780014540/,株式会社フルハウス,宮城県仙台市若林区蒲町東10番地の4,2,画像あり
98万円,宮城県栗原市栗駒岩ケ崎上小路150-6, 360.78㎡（公簿）,http://local.google.co.jp/maps?q=宮城県栗原市栗駒岩ケ崎上小路150-6,駐車場 無,, 非線引区域, 宅地, 無指定,, 所有権, 不要,空家, 即時, 0115051-0000220, 専任媒介,https://www.homes.co.jp/kodate/b-1150510000220/,新井建物管理有限会社,東京都杉並区南荻窪４丁目３１－１０,2,画像あり
780万円,宮城県仙台市宮城野区二の森, 194.84㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市宮城野区二の森,駐車場 空有 (1台) 無料,, 市街化区域, 宅地, 第二種中高層住居専用地域,, 所有権, 不要,空家, 相談, 0109622-0019940, 専任媒介,https://www.homes.co.jp/kodate/b-1096220019940/,株式会社永大ハウス工業 南光台店,宮城県仙台市泉区南光台４丁目6-36,2,画像あり
600万円,宮城県仙台市太白区日本平, 161㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区日本平,駐車場 空有 (1台) 無料, 一方 ( 北 4m 公道 間口10.5m ), 市街化区域, 宅地備考※他：山林あり, 第一種低層住居専用地域,, 所有権, 不要,空家, 相談, 0110220-0017916, 一般媒介,https://www.homes.co.jp/kodate/b-1102200017916/,株式会社永大ハウス工業　富沢店,宮城県仙台市太白区富沢１丁目５－１,2,画像あり
500万円,宮城県仙台市太白区青山2丁目, 171.44㎡（公簿）,http://local.google.co.jp/maps?q=宮城県仙台市太白区青山2丁目,駐車場 無, 一方 ( 北 4m 公道 ), 市街化区域, 宅地, 第一種低層住居専用地域,, 所有権, 不要,空家, 相談, 0147349-0000461, 仲介,https://www.homes.co.jp/kodate/b-1473490000461/,住宅情報館株式会社　仙台太白店,宮城県仙台市太白区西多賀５丁目15-1,2,画像あり
680万円,宮城県石巻市日和が丘2丁目10-32, 201.52㎡（公簿）,http://local.google.co.jp/maps?q=宮城県石巻市日和が丘2丁目10-32,駐車場 空有 無料, 角地 ( 北 公道 ) ( 西 3.6m 公道 ), 市街化区域,, 第二種中高層住居専用地域,, 所有権, 不要,空家, 相談, 0141947-0000205, 売主,https://www.homes.co.jp/kodate/b-1419470000205/,株式会社ユアフォーム,宮城県仙台市若林区荒井東１丁目3-1　イーストフォート1-C,2,画像あり
365万円,宮城県石巻市前谷地字西谷地6番1, 311.61㎡（公簿）,http://local.google.co.jp/maps?q=宮城県石巻市前谷地字西谷地6番1,駐車場 空有 無料,, 区域外, 宅地, 無指定,, 所有権, 不要,空家備考◇◆こんな暮らし方はどうですか？◆◇・ありのままのを楽しみながら暮らす・リフォームして自分空間に生まれ変わらせる・半分のまま＋半分リフォーム！お家の中で、レトロ空間と現代を自由にタイムスリップ♪お客様次第で、楽しみ方・使い方は無限大◎◎, 即時, 0141947-0000188, 売主,https://www.homes.co.jp/kodate/b-1419470000188/,株式会社ユアフォーム,宮城県仙台市若林区荒井東１丁目3-1　イーストフォート1-C,2,画像あり
300万円,宮城県塩竈市梅の宮, 268.44㎡（公簿）,http://local.google.co.jp/maps?q=宮城県塩竈市梅の宮,駐車場 空有 (1台) 無料, 一方 ( 南 4m 公道 間口9.5m ), 市街化区域, 宅地, 第一種住居地域,, 所有権, 不要,空家, 相談, 0110219-0018050, 専任媒介,https://www.homes.co.jp/kodate/b-1102190018050/,株式会社永大ハウス工業　高砂店,宮城県仙台市宮城野区福室１丁目６－３,2,画像あり
